claim_id,claim_date,claim_report_date,policy_id,vehicle_age_years,claim_amount,days_to_report,previous_claims,city,garage_type,accident_type,fraud_flag
241,2024-04-08 00:00:00,2024-04-17 00:00:00,1282,1,187935.4,9,1,Chennai,Authorized,Flood,0
242,2024-01-07 00:00:00,2024-01-21 00:00:00,1957,2,160159.08,14,4,Hyderabad,Authorized,Collision,1
243,2024-05-23 00:00:00,2024-06-05 00:00:00,1632,9,199590.95,13,0,Pune,Authorized,Theft,0
244,2024-03-30 00:00:00,2024-04-24 00:00:00,1627,3,71440.94,25,2,Bangalore,Authorized,Collision,1
245,2024-04-21 00:00:00,2024-04-23 00:00:00,1972,1,153903.28,2,2,Bangalore,Local,Collision,0
246,2024-02-29 00:00:00,2024-04-04 00:00:00,1744,16,81582.32,35,0,Chennai,Authorized,Flood,1
247,2024-04-22 00:00:00,2024-04-29 00:00:00,1258,6,97015.37,7,4,Delhi,Authorized,Flood,1
248,2024-01-02 00:00:00,2024-01-23 00:00:00,1358,17,126246.08,21,3,Bangalore,Local,Flood,1
249,2024-05-08 00:00:00,2024-05-26 00:00:00,1709,5,174988.07,18,0,Pune,Authorized,Fire,0
250,2024-02-17 00:00:00,2024-02-20 00:00:00,1455,5,196848.53,3,4,Chennai,Authorized,Fire,1
251,2024-05-19 00:00:00,2024-06-30 00:00:00,1410,6,154118.14,42,0,Hyderabad,Authorized,Collision,1
252,2024-02-06 00:00:00,2024-03-16 00:00:00,1648,3,84717.82,39,0,Pune,Authorized,Flood,1
253,2024-06-08 00:00:00,2024-07-19 00:00:00,1317,5,85428.69,41,1,Chennai,Authorized,Collision,1
254,2024-01-09 00:00:00,2024-01-20 00:00:00,1676,5,148041.3,11,4,Pune,Local,Theft,1
255,2024-04-08 00:00:00,2024-05-17 00:00:00,1224,10,49277.87,39,3,Bangalore,Authorized,Theft,1
256,2024-05-26 00:00:00,2024-06-19 00:00:00,1818,10,23873.87,24,1,Hyderabad,Authorized,Flood,1
257,2024-02-17 00:00:00,2024-03-07 00:00:00,1233,19,72215.19,19,0,Chennai,Local,Flood,0
258,2024-05-10 00:00:00,2024-05-14 00:00:00,1683,17,58873.32,4,0,Mumbai,Local,Theft,0
259,2024-05-27 00:00:00,2024-06-22 00:00:00,1663,14,60669.01,26,0,Hyderabad,Authorized,Flood,1
260,2024-05-31 00:00:00,2024-07-08 00:00:00,1974,9,48254.33,38,4,Mumbai,Authorized,Fire,1
261,2024-02-23 00:00:00,2024-04-05 00:00:00,1826,14,10334.45,42,4,Pune,Authorized,Fire,1
262,2024-04-29 00:00:00,2024-05-31 00:00:00,1373,1,5539.04,32,1,Delhi,Authorized,Flood,1
263,2024-06-09 00:00:00,2024-07-18 00:00:00,1671,19,197569.03,39,3,Hyderabad,Authorized,Theft,1
264,2024-05-31 00:00:00,2024-07-06 00:00:00,1607,13,86699.08,36,1,Pune,Authorized,Collision,1
265,2024-04-25 00:00:00,2024-06-04 00:00:00,1471,13,78096.68,40,2,Mumbai,Local,Flood,1
266,2024-03-15 00:00:00,2024-04-21 00:00:00,1232,4,136570.16,37,0,Bangalore,Authorized,Flood,1
267,2024-04-22 00:00:00,2024-05-25 00:00:00,1691,1,45214.27,33,0,Bangalore,Local,Collision,1
268,2024-06-12 00:00:00,2024-07-18 00:00:00,1112,17,190092.31,36,0,Delhi,Authorized,Flood,1
269,2024-06-14 00:00:00,2024-06-17 00:00:00,1829,8,157696.31,3,1,Hyderabad,Local,Collision,0
270,2024-04-13 00:00:00,2024-04-22 00:00:00,1496,2,19703.38,9,1,Hyderabad,Local,Theft,0
271,2024-03-24 00:00:00,2024-04-01 00:00:00,1441,8,84680.99,8,0,Hyderabad,Local,Fire,0
272,2024-04-21 00:00:00,2024-05-24 00:00:00,1563,7,176065.42,33,1,Pune,Authorized,Theft,1
273,2024-04-08 00:00:00,2024-04-14 00:00:00,1267,2,189056.94,6,4,Delhi,Authorized,Fire,1
274,2024-06-01 00:00:00,2024-07-12 00:00:00,1509,3,94545.5,41,4,Hyderabad,Authorized,Collision,1
275,2024-04-02 00:00:00,2024-05-11 00:00:00,1806,18,123455.46,39,1,Pune,Local,Fire,1
276,2024-05-25 00:00:00,2024-05-29 00:00:00,1385,12,35072.72,4,0,Bangalore,Authorized,Theft,0
277,2024-05-07 00:00:00,2024-05-20 00:00:00,1386,1,198251.39,13,1,Mumbai,Authorized,Fire,0
278,2024-04-19 00:00:00,2024-04-21 00:00:00,1112,12,47871,2,1,Pune,Authorized,Collision,0
279,2024-03-22 00:00:00,2024-03-27 00:00:00,1612,5,188660.89,5,1,Bangalore,Authorized,Fire,0
280,2024-02-23 00:00:00,2024-04-07 00:00:00,1624,17,130630.04,44,2,Bangalore,Authorized,Flood,1
281,2024-06-11 00:00:00,2024-07-08 00:00:00,1951,16,122331.89,27,4,Mumbai,Authorized,Theft,1
282,2024-06-17 00:00:00,2024-07-19 00:00:00,1080,15,103512.33,32,3,Bangalore,Local,Flood,1
283,2024-06-09 00:00:00,2024-06-30 00:00:00,1698,15,47672.62,21,3,Delhi,Local,Collision,1
284,2024-03-08 00:00:00,2024-03-16 00:00:00,1112,5,36952.55,8,2,Mumbai,Local,Fire,0
285,2024-02-02 00:00:00,2024-03-11 00:00:00,1001,14,45656.27,38,1,Bangalore,Authorized,Flood,1
286,2024-05-21 00:00:00,2024-05-29 00:00:00,1641,2,38914.78,8,2,Chennai,Local,Flood,0
287,2024-01-21 00:00:00,2024-01-24 00:00:00,1219,11,156357.73,3,2,Pune,Local,Fire,0
288,2024-02-17 00:00:00,2024-04-01 00:00:00,1565,19,71324.8,44,0,Bangalore,Local,Fire,1
289,2024-05-27 00:00:00,2024-05-30 00:00:00,1854,7,13452.85,3,4,Delhi,Local,Theft,1
290,2024-05-07 00:00:00,2024-05-29 00:00:00,1996,6,193882.32,22,3,Hyderabad,Authorized,Flood,1
291,2024-05-15 00:00:00,2024-05-21 00:00:00,1735,2,176989.61,6,1,Bangalore,Local,Flood,0
292,2024-05-14 00:00:00,2024-05-16 00:00:00,1224,6,185694.95,2,3,Hyderabad,Authorized,Collision,1
293,2024-05-24 00:00:00,2024-06-16 00:00:00,1384,18,198991.75,23,3,Chennai,Authorized,Theft,1
294,2024-05-07 00:00:00,2024-06-20 00:00:00,1402,2,36431.26,44,4,Bangalore,Authorized,Collision,1
295,2024-02-02 00:00:00,2024-02-04 00:00:00,1637,18,80455.92,2,3,Mumbai,Local,Flood,1
296,2024-06-24 00:00:00,2024-08-01 00:00:00,1129,15,152131.22,38,3,Hyderabad,Local,Collision,1
297,2024-04-24 00:00:00,2024-05-11 00:00:00,1052,19,139812.08,17,2,Chennai,Local,Flood,0
298,2024-04-28 00:00:00,2024-06-02 00:00:00,1683,2,32471.39,35,4,Mumbai,Local,Flood,1
299,2024-01-22 00:00:00,2024-02-25 00:00:00,1729,6,163534.96,34,0,Mumbai,Authorized,Collision,1
300,2024-06-06 00:00:00,2024-06-29 00:00:00,1671,1,46439.23,23,1,Mumbai,Authorized,Collision,1
301,2024-02-07 00:00:00,2024-03-08 00:00:00,1709,15,46315.89,30,3,Mumbai,Authorized,Fire,1
302,2024-04-18 00:00:00,2024-04-26 00:00:00,1415,10,108320.94,8,1,Bangalore,Authorized,Fire,0
303,2024-02-20 00:00:00,2024-03-13 00:00:00,1246,19,119402.11,22,0,Pune,Authorized,Fire,1
304,2024-01-08 00:00:00,2024-02-21 00:00:00,1835,17,116857.07,44,1,Bangalore,Authorized,Flood,1
305,2024-01-27 00:00:00,2024-03-03 00:00:00,1438,5,20114.39,36,0,Bangalore,Authorized,Collision,1
306,2024-01-27 00:00:00,2024-02-01 00:00:00,1202,4,175737.25,5,2,Chennai,Local,Theft,0
307,2024-01-21 00:00:00,2024-02-03 00:00:00,1183,10,54588.81,13,3,Chennai,Authorized,Flood,1
308,2024-01-30 00:00:00,2024-02-28 00:00:00,1122,17,27643.95,29,0,Pune,Local,Theft,1
309,2024-04-06 00:00:00,2024-05-07 00:00:00,1400,10,177972.12,31,1,Chennai,Local,Collision,1
310,2024-01-28 00:00:00,2024-02-13 00:00:00,1766,17,191219,16,3,Delhi,Authorized,Flood,1
311,2024-04-20 00:00:00,2024-06-01 00:00:00,1293,5,172701.27,42,2,Pune,Authorized,Theft,1
312,2024-03-01 00:00:00,2024-03-31 00:00:00,1279,2,162284.18,30,3,Chennai,Authorized,Theft,1
313,2024-02-17 00:00:00,2024-03-04 00:00:00,1836,6,131737.91,16,0,Pune,Authorized,Fire,0
314,2024-05-26 00:00:00,2024-06-07 00:00:00,1883,2,111069.76,12,2,Bangalore,Local,Fire,0
315,2024-01-04 00:00:00,2024-01-21 00:00:00,1609,13,19223.38,17,1,Bangalore,Authorized,Fire,0
316,2024-02-04 00:00:00,2024-02-20 00:00:00,1197,11,82873.74,16,2,Pune,Authorized,Flood,0
317,2024-02-18 00:00:00,2024-03-01 00:00:00,1981,11,75792.33,12,2,Delhi,Authorized,Collision,0
318,2024-01-17 00:00:00,2024-01-25 00:00:00,1906,16,53431.25,8,4,Delhi,Local,Collision,1
319,2024-06-20 00:00:00,2024-07-10 00:00:00,1510,11,145237.18,20,2,Pune,Local,Fire,0
320,2024-06-06 00:00:00,2024-06-09 00:00:00,1751,19,100183.4,3,2,Chennai,Local,Fire,0
321,2024-02-15 00:00:00,2024-03-02 00:00:00,1143,15,18047.15,16,3,Hyderabad,Authorized,Fire,1
322,2024-04-26 00:00:00,2024-05-26 00:00:00,1608,16,45596.27,30,1,Delhi,Local,Theft,1
323,2024-01-06 00:00:00,2024-01-29 00:00:00,1200,11,137285.24,23,3,Mumbai,Local,Fire,1
324,2024-04-08 00:00:00,2024-05-06 00:00:00,1123,16,17073.91,28,3,Bangalore,Local,Theft,1
325,2024-05-03 00:00:00,2024-06-12 00:00:00,1186,8,170538.97,40,0,Pune,Local,Collision,1
326,2024-02-06 00:00:00,2024-02-11 00:00:00,1325,4,100039.01,5,3,Mumbai,Authorized,Flood,1
327,2024-01-24 00:00:00,2024-02-13 00:00:00,1463,8,97156.14,20,4,Pune,Local,Flood,1
328,2024-04-02 00:00:00,2024-05-12 00:00:00,1348,4,119296.74,40,4,Bangalore,Local,Flood,1
329,2024-02-15 00:00:00,2024-03-30 00:00:00,1770,3,165286.83,44,0,Bangalore,Authorized,Flood,1
330,2024-04-04 00:00:00,2024-04-05 00:00:00,1659,3,70866.22,1,1,Delhi,Authorized,Theft,0
331,2024-04-08 00:00:00,2024-05-08 00:00:00,1763,18,136247.2,30,1,Delhi,Local,Theft,1
332,2024-04-25 00:00:00,2024-05-16 00:00:00,1954,19,114014.93,21,3,Mumbai,Authorized,Fire,1
333,2024-06-08 00:00:00,2024-06-28 00:00:00,1931,19,54871.6,20,3,Pune,Authorized,Theft,1
334,2024-06-09 00:00:00,2024-06-15 00:00:00,1402,5,175968.74,6,3,Bangalore,Local,Fire,1
335,2024-03-07 00:00:00,2024-03-29 00:00:00,1345,18,159890.35,22,1,Mumbai,Authorized,Fire,1
336,2024-05-07 00:00:00,2024-05-25 00:00:00,1962,10,132373.46,18,2,Hyderabad,Authorized,Flood,0
337,2024-01-18 00:00:00,2024-01-26 00:00:00,1510,6,170415.18,8,4,Mumbai,Authorized,Theft,1
338,2024-01-25 00:00:00,2024-03-04 00:00:00,1146,1,173724.25,39,2,Chennai,Authorized,Theft,1
339,2024-02-23 00:00:00,2024-03-26 00:00:00,1147,5,142255.87,32,2,Mumbai,Authorized,Fire,1
340,2024-02-27 00:00:00,2024-03-31 00:00:00,1863,9,167728.64,33,1,Chennai,Authorized,Fire,1
341,2024-03-07 00:00:00,2024-03-23 00:00:00,1710,12,140099.35,16,2,Chennai,Local,Collision,0
342,2024-04-13 00:00:00,2024-04-25 00:00:00,1819,14,136667.87,12,0,Chennai,Authorized,Collision,0
343,2024-06-22 00:00:00,2024-07-30 00:00:00,1488,2,124485.05,38,3,Hyderabad,Local,Fire,1
344,2024-01-24 00:00:00,2024-02-27 00:00:00,1928,17,151037.89,34,0,Mumbai,Local,Collision,1
345,2024-04-23 00:00:00,2024-05-07 00:00:00,1935,14,33403.81,14,4,Mumbai,Authorized,Collision,1
346,2024-02-01 00:00:00,2024-03-08 00:00:00,1639,13,176412.41,36,3,Hyderabad,Local,Fire,1
347,2024-06-23 00:00:00,2024-07-26 00:00:00,1550,9,174625.02,33,2,Bangalore,Authorized,Fire,1
348,2024-03-26 00:00:00,2024-04-18 00:00:00,1337,15,7790.96,23,4,Delhi,Authorized,Theft,1
349,2024-05-30 00:00:00,2024-06-01 00:00:00,1871,15,165511.72,2,3,Mumbai,Authorized,Fire,1
350,2024-05-06 00:00:00,2024-06-16 00:00:00,1640,11,27516.23,41,2,Delhi,Local,Fire,1
351,2024-06-03 00:00:00,2024-06-24 00:00:00,1778,16,68353.53,21,0,Pune,Authorized,Flood,1
352,2024-05-09 00:00:00,2024-05-11 00:00:00,1987,17,149214.63,2,3,Pune,Authorized,Theft,1
353,2024-01-17 00:00:00,2024-02-13 00:00:00,1952,4,33830.46,27,2,Hyderabad,Local,Theft,1
354,2024-04-13 00:00:00,2024-04-22 00:00:00,1472,1,163957.47,9,0,Pune,Authorized,Theft,0
355,2024-06-09 00:00:00,2024-06-10 00:00:00,1945,8,166762.57,1,4,Pune,Authorized,Flood,1
356,2024-05-16 00:00:00,2024-05-27 00:00:00,1150,17,102478.61,11,4,Bangalore,Authorized,Fire,1
357,2024-02-12 00:00:00,2024-02-15 00:00:00,1414,3,3264.4,3,4,Bangalore,Local,Theft,1
358,2024-06-24 00:00:00,2024-07-17 00:00:00,1989,15,58833.55,23,4,Bangalore,Local,Theft,1
359,2024-02-08 00:00:00,2024-03-05 00:00:00,1297,15,124151.53,26,1,Pune,Authorized,Collision,1
360,2024-06-18 00:00:00,2024-06-22 00:00:00,1610,14,196274.86,4,3,Hyderabad,Authorized,Theft,1
361,2024-01-26 00:00:00,2024-02-13 00:00:00,1262,14,127099.08,18,3,Chennai,Authorized,Fire,1
362,2024-04-08 00:00:00,2024-04-14 00:00:00,1763,2,53441.11,6,1,Chennai,Local,Fire,0
363,2024-02-19 00:00:00,2024-03-25 00:00:00,1143,13,127533.13,35,2,Delhi,Authorized,Collision,1
364,2024-06-01 00:00:00,2024-06-23 00:00:00,1345,14,108917.11,22,2,Chennai,Authorized,Theft,1
365,2024-05-31 00:00:00,2024-07-13 00:00:00,1623,19,156409.39,43,4,Chennai,Authorized,Theft,1
366,2024-01-13 00:00:00,2024-01-28 00:00:00,1571,7,23182.17,15,0,Bangalore,Authorized,Theft,0
367,2024-02-29 00:00:00,2024-03-22 00:00:00,1880,3,152683.52,22,2,Bangalore,Authorized,Flood,1
368,2024-05-14 00:00:00,2024-06-20 00:00:00,1001,15,109170.78,37,0,Pune,Authorized,Theft,1
369,2024-02-26 00:00:00,2024-04-08 00:00:00,1896,14,192672.42,42,3,Delhi,Authorized,Fire,1
370,2024-02-05 00:00:00,2024-02-17 00:00:00,1303,11,69690.69,12,0,Mumbai,Local,Fire,0
371,2024-06-21 00:00:00,2024-08-02 00:00:00,1253,15,127259.13,42,3,Delhi,Authorized,Flood,1
372,2024-01-20 00:00:00,2024-02-27 00:00:00,1651,13,186541.56,38,1,Delhi,Local,Flood,1
373,2024-03-05 00:00:00,2024-03-23 00:00:00,1452,18,22296.93,18,1,Hyderabad,Authorized,Theft,0
374,2024-01-08 00:00:00,2024-02-12 00:00:00,1036,6,187571.24,35,4,Pune,Local,Collision,1
375,2024-05-23 00:00:00,2024-06-22 00:00:00,1159,3,138201.37,30,2,Hyderabad,Local,Flood,1
376,2024-05-21 00:00:00,2024-06-14 00:00:00,1008,19,15431.74,24,4,Delhi,Authorized,Flood,1
377,2024-04-24 00:00:00,2024-06-05 00:00:00,1232,15,61590.79,42,3,Delhi,Authorized,Theft,1
378,2024-05-22 00:00:00,2024-06-21 00:00:00,1098,5,142218.07,30,4,Delhi,Local,Theft,1
379,2024-04-01 00:00:00,2024-04-15 00:00:00,1658,10,15335.42,14,0,Chennai,Authorized,Flood,0
380,2024-04-07 00:00:00,2024-04-13 00:00:00,1815,7,117269.75,6,3,Hyderabad,Local,Collision,1
381,2024-03-06 00:00:00,2024-03-09 00:00:00,1207,17,70484.85,3,1,Delhi,Authorized,Flood,0
382,2024-02-01 00:00:00,2024-02-17 00:00:00,1130,7,124941.27,16,2,Bangalore,Local,Theft,0
383,2024-03-26 00:00:00,2024-04-02 00:00:00,1403,12,11056.92,7,3,Pune,Authorized,Theft,1
384,2024-02-20 00:00:00,2024-03-05 00:00:00,1151,17,174564.29,14,3,Pune,Local,Flood,1
385,2024-06-01 00:00:00,2024-06-10 00:00:00,1053,13,194750.82,9,0,Bangalore,Local,Collision,0
386,2024-03-03 00:00:00,2024-03-18 00:00:00,1119,4,193837.82,15,2,Pune,Local,Flood,0
387,2024-05-04 00:00:00,2024-05-25 00:00:00,1672,10,150431.06,21,1,Chennai,Authorized,Flood,1
388,2024-05-29 00:00:00,2024-07-03 00:00:00,1919,3,27757.08,35,3,Chennai,Local,Theft,1
389,2024-02-27 00:00:00,2024-02-29 00:00:00,1627,9,152136.11,2,3,Mumbai,Authorized,Collision,1
390,2024-02-27 00:00:00,2024-03-25 00:00:00,1586,13,6868.21,27,0,Mumbai,Local,Fire,1
391,2024-03-26 00:00:00,2024-03-28 00:00:00,1624,18,6380.46,2,4,Mumbai,Authorized,Collision,1
392,2024-02-18 00:00:00,2024-03-24 00:00:00,1967,15,66074.82,35,1,Pune,Local,Flood,1
393,2024-06-28 00:00:00,2024-07-16 00:00:00,1419,4,98751.35,18,2,Chennai,Authorized,Flood,0
394,2024-06-18 00:00:00,2024-07-02 00:00:00,1421,15,154540.67,14,3,Chennai,Local,Flood,1
395,2024-03-10 00:00:00,2024-03-30 00:00:00,1103,2,137292.48,20,3,Chennai,Local,Collision,1
396,2024-01-15 00:00:00,2024-02-02 00:00:00,1851,15,90288.74,18,1,Bangalore,Local,Theft,0
397,2024-02-23 00:00:00,2024-03-04 00:00:00,1253,8,56178.08,10,4,Chennai,Authorized,Flood,1
398,2024-04-10 00:00:00,2024-05-05 00:00:00,1226,8,199430.65,25,3,Bangalore,Authorized,Flood,1
399,2024-01-08 00:00:00,2024-01-10 00:00:00,1111,17,86383.9,2,1,Mumbai,Local,Collision,0
400,2024-02-22 00:00:00,2024-03-18 00:00:00,1509,12,91374.63,25,0,Mumbai,Authorized,Fire,1
401,2024-02-29 00:00:00,2024-04-02 00:00:00,1472,19,34397.52,33,4,Pune,Authorized,Fire,1
402,2024-04-17 00:00:00,2024-05-23 00:00:00,1098,10,159372.29,36,2,Mumbai,Local,Theft,1
403,2024-01-05 00:00:00,2024-02-05 00:00:00,1152,9,139349.08,31,3,Pune,Local,Theft,1
404,2024-04-12 00:00:00,2024-04-26 00:00:00,1860,5,45712.38,14,1,Delhi,Authorized,Flood,0
405,2024-01-06 00:00:00,2024-01-07 00:00:00,1913,6,18311.45,1,0,Delhi,Local,Collision,0
406,2024-04-18 00:00:00,2024-05-04 00:00:00,1895,2,136738.86,16,2,Hyderabad,Local,Flood,0
407,2024-04-25 00:00:00,2024-04-28 00:00:00,1877,13,131593.22,3,1,Pune,Authorized,Theft,0
408,2024-04-03 00:00:00,2024-05-08 00:00:00,1337,6,56105.39,35,1,Hyderabad,Local,Collision,1
409,2024-02-16 00:00:00,2024-03-28 00:00:00,1705,5,190270.99,41,2,Hyderabad,Authorized,Collision,1
410,2024-04-08 00:00:00,2024-04-14 00:00:00,1821,1,31909.46,6,0,Delhi,Authorized,Theft,0
411,2024-02-24 00:00:00,2024-03-20 00:00:00,1162,6,87602.29,25,0,Pune,Authorized,Fire,1
412,2024-06-16 00:00:00,2024-06-29 00:00:00,1719,6,188835.95,13,4,Delhi,Authorized,Fire,1
413,2024-02-21 00:00:00,2024-03-26 00:00:00,1956,16,85106.01,34,3,Hyderabad,Local,Collision,1
414,2024-05-23 00:00:00,2024-05-31 00:00:00,1680,4,128428.14,8,2,Pune,Authorized,Flood,0
415,2024-01-13 00:00:00,2024-02-03 00:00:00,1995,11,80723.69,21,2,Hyderabad,Authorized,Fire,1
416,2024-04-23 00:00:00,2024-05-27 00:00:00,1160,9,56294.61,34,2,Chennai,Authorized,Flood,1
417,2024-05-03 00:00:00,2024-05-07 00:00:00,1579,3,196827.57,4,0,Pune,Authorized,Fire,0
418,2024-04-15 00:00:00,2024-05-10 00:00:00,1800,19,83048.13,25,3,Pune,Authorized,Fire,1
419,2024-06-06 00:00:00,2024-06-21 00:00:00,1397,8,179031.64,15,4,Hyderabad,Authorized,Flood,1
420,2024-05-26 00:00:00,2024-05-30 00:00:00,1276,5,47531.01,4,1,Chennai,Authorized,Theft,0
421,2024-05-24 00:00:00,2024-06-05 00:00:00,1815,4,44194.73,12,1,Bangalore,Local,Fire,0
422,2024-04-29 00:00:00,2024-05-31 00:00:00,1915,6,8164.55,32,2,Delhi,Authorized,Fire,1
423,2024-03-03 00:00:00,2024-04-04 00:00:00,1503,2,131030.03,32,3,Hyderabad,Authorized,Flood,1
424,2024-01-19 00:00:00,2024-02-16 00:00:00,1895,11,74968.22,28,0,Pune,Authorized,Theft,1
425,2024-04-01 00:00:00,2024-04-14 00:00:00,1391,4,173142.93,13,3,Delhi,Local,Fire,1
426,2024-02-27 00:00:00,2024-03-29 00:00:00,1134,15,95695.56,31,3,Delhi,Authorized,Fire,1
427,2024-03-30 00:00:00,2024-04-13 00:00:00,1194,6,193702.3,14,0,Delhi,Authorized,Theft,0
428,2024-04-26 00:00:00,2024-05-16 00:00:00,1400,17,38734.05,20,2,Bangalore,Authorized,Fire,0
429,2024-03-02 00:00:00,2024-03-20 00:00:00,1639,6,173987.39,18,3,Mumbai,Local,Theft,1
430,2024-01-23 00:00:00,2024-02-21 00:00:00,1032,19,155766.18,29,1,Hyderabad,Authorized,Theft,1
431,2024-05-06 00:00:00,2024-05-12 00:00:00,1687,2,154642.53,6,0,Mumbai,Local,Flood,0
432,2024-05-16 00:00:00,2024-06-17 00:00:00,1459,15,169267.08,32,4,Mumbai,Authorized,Collision,1
433,2024-05-19 00:00:00,2024-06-17 00:00:00,1954,11,152682.75,29,2,Mumbai,Authorized,Theft,1
434,2024-05-08 00:00:00,2024-06-20 00:00:00,1882,8,125991.62,43,0,Delhi,Local,Flood,1
435,2024-02-27 00:00:00,2024-02-29 00:00:00,1469,19,27986.49,2,4,Chennai,Authorized,Collision,1
436,2024-05-01 00:00:00,2024-05-24 00:00:00,1374,13,8440.18,23,4,Delhi,Local,Fire,1
437,2024-01-01 00:00:00,2024-01-20 00:00:00,1021,12,184327.87,19,3,Delhi,Local,Collision,1
438,2024-02-03 00:00:00,2024-03-05 00:00:00,1749,5,124096.76,31,3,Pune,Local,Theft,1
439,2024-04-05 00:00:00,2024-04-10 00:00:00,1669,6,159714.38,5,3,Pune,Authorized,Theft,1
440,2024-05-05 00:00:00,2024-05-24 00:00:00,1037,4,97341.43,19,0,Mumbai,Local,Theft,0
441,2024-04-27 00:00:00,2024-05-31 00:00:00,1229,19,25227.02,34,0,Delhi,Authorized,Theft,1
442,2024-02-17 00:00:00,2024-02-27 00:00:00,1364,1,26786.79,10,2,Mumbai,Local,Theft,0
443,2024-03-29 00:00:00,2024-04-23 00:00:00,1562,17,137741.93,25,3,Pune,Local,Flood,1
444,2024-04-26 00:00:00,2024-04-28 00:00:00,1437,12,87200.57,2,4,Chennai,Local,Theft,1
445,2024-05-08 00:00:00,2024-05-19 00:00:00,1775,15,41703.9,11,1,Hyderabad,Authorized,Flood,0
446,2024-01-16 00:00:00,2024-02-16 00:00:00,1282,1,99335.72,31,2,Mumbai,Authorized,Fire,1
447,2024-03-09 00:00:00,2024-03-24 00:00:00,1026,14,14713.37,15,0,Chennai,Authorized,Theft,0
448,2024-01-22 00:00:00,2024-01-31 00:00:00,1225,6,117230.34,9,2,Hyderabad,Local,Theft,0
449,2024-04-02 00:00:00,2024-04-25 00:00:00,1276,5,55260.69,23,2,Bangalore,Authorized,Collision,1
450,2024-03-16 00:00:00,2024-04-04 00:00:00,1797,11,159916.7,19,2,Mumbai,Authorized,Fire,0
451,2024-06-02 00:00:00,2024-06-11 00:00:00,1608,4,63451.67,9,2,Mumbai,Local,Theft,0
452,2024-05-23 00:00:00,2024-06-27 00:00:00,1283,13,92133.59,35,1,Bangalore,Authorized,Theft,1
453,2024-06-27 00:00:00,2024-07-18 00:00:00,1878,11,4300.87,21,3,Bangalore,Authorized,Fire,1
454,2024-03-26 00:00:00,2024-04-04 00:00:00,1959,3,16344.48,9,4,Mumbai,Authorized,Flood,1
455,2024-01-29 00:00:00,2024-02-26 00:00:00,1480,1,79713.72,28,2,Bangalore,Authorized,Theft,1
456,2024-03-09 00:00:00,2024-03-16 00:00:00,1452,6,97027.89,7,2,Delhi,Authorized,Collision,0
457,2024-02-16 00:00:00,2024-03-03 00:00:00,1828,18,120804.07,16,2,Hyderabad,Authorized,Theft,0
458,2024-04-03 00:00:00,2024-04-19 00:00:00,1815,10,59749.19,16,3,Hyderabad,Authorized,Collision,1
459,2024-05-23 00:00:00,2024-06-25 00:00:00,1658,5,139606.41,33,0,Hyderabad,Authorized,Collision,1
460,2024-06-24 00:00:00,2024-06-28 00:00:00,1515,10,172304.23,4,0,Delhi,Local,Theft,0
461,2024-03-25 00:00:00,2024-03-29 00:00:00,1546,12,156410.5,4,1,Bangalore,Authorized,Theft,0
462,2024-02-08 00:00:00,2024-03-18 00:00:00,1191,2,9844.53,39,0,Chennai,Authorized,Collision,1
463,2024-04-09 00:00:00,2024-05-19 00:00:00,1048,13,97140.38,40,2,Bangalore,Local,Fire,1
464,2024-02-02 00:00:00,2024-02-19 00:00:00,1511,8,22776.18,17,2,Mumbai,Authorized,Fire,0
465,2024-04-10 00:00:00,2024-05-17 00:00:00,1016,2,49924.91,37,2,Pune,Authorized,Theft,1
466,2024-01-23 00:00:00,2024-03-02 00:00:00,1171,1,197359.19,39,1,Hyderabad,Local,Flood,1
467,2024-01-10 00:00:00,2024-02-08 00:00:00,1219,5,30214.12,29,2,Bangalore,Local,Fire,1
468,2024-03-09 00:00:00,2024-04-14 00:00:00,1157,9,100779.85,36,0,Chennai,Local,Theft,1
469,2024-04-09 00:00:00,2024-05-17 00:00:00,1476,17,124394.84,38,3,Mumbai,Local,Fire,1
470,2024-02-03 00:00:00,2024-03-13 00:00:00,1045,9,141088.06,39,3,Delhi,Local,Flood,1
471,2024-06-28 00:00:00,2024-08-04 00:00:00,1372,11,112810.44,37,4,Delhi,Authorized,Theft,1
472,2024-05-17 00:00:00,2024-06-21 00:00:00,1517,15,3934.63,35,0,Chennai,Local,Flood,1
473,2024-05-26 00:00:00,2024-06-02 00:00:00,1098,6,66639.34,7,2,Mumbai,Authorized,Theft,0
474,2024-04-05 00:00:00,2024-05-02 00:00:00,1891,3,104506.91,27,3,Hyderabad,Local,Flood,1
475,2024-01-01 00:00:00,2024-01-29 00:00:00,1744,17,19397.57,28,0,Bangalore,Authorized,Fire,1
476,2024-03-09 00:00:00,2024-03-31 00:00:00,1036,5,71424.13,22,3,Mumbai,Authorized,Fire,1
477,2024-01-04 00:00:00,2024-01-18 00:00:00,1279,12,8574.22,14,2,Delhi,Authorized,Flood,0
478,2024-01-16 00:00:00,2024-01-23 00:00:00,1348,18,17558.54,7,3,Chennai,Local,Flood,1
479,2024-01-24 00:00:00,2024-03-01 00:00:00,1496,14,80590.81,37,4,Chennai,Authorized,Flood,1
480,2024-03-20 00:00:00,2024-04-11 00:00:00,1301,11,28277.72,22,4,Bangalore,Local,Theft,1
481,2024-01-02 00:00:00,2024-01-07 00:00:00,1180,9,114373.09,5,3,Chennai,Local,Fire,1
